300
('O', (2, 4), (2, 5)), 290.0000519590103
('O', (0, 4), (1, 4)), 289.9991027920041
('X', (3, 4), (4, 4)), 279.99943995900685
('X', (3, 0), (4, 0)), 279.9989070839947
('O', (0, 0), (1, 0)), 269.9991285429569
('O', (0, 1), (0, 2)), 269.9985326260212
('O', (5, 1), (5, 2)), 259.9953497929382
('O', (3, 1), (3, 2)), 259.99779466801556
('O', (1, 1), (0, 1)), 249.9948290019529
('X', (3, 1), (2, 1)), 249.91562116803834
('O', (1, 3), (0, 3)), 239.9947862519184
('O', (1, 2), (1, 1)), 239.91560350102372
('X', (5, 1), (5, 0)), 229.92025783489225
('O', (1, 3), (1, 2)), 229.91553375101648
('O', (3, 3), (3, 4)), 219.71524120989488
('O', (1, 3), (2, 3)), 219.91549675096758
('O', (1, 5), (0, 5)), 209.71520212688483
('O', (1, 3), (2, 0)), 209.70192329294514
('X', (3, 1), (4, 1)), 199.7150608348893
('X', (3, 0), (3, 1)), 199.7014179599937
('X', (0, 0), (4, 3)), 189.71377541788388
('X', (3, 0), (0, 0)), 189.70058304298436
('X', (3, 3), (0, 4)), 179.71309483383084
('X', (3, 5), (4, 5)), 179.5013343350147
('O', (3, 3), (1, 5)), 169.71215429180302
('O', (3, 0), (4, 2)), 169.50088179303566
('X', (3, 3), (5, 5)), 159.71211958280765
('X', (1, 3), (2, 4)), 159.50067446008325
